timestamp,aqi,pm2_5,pm10,o3,no2,co,so2,temperature,pressure,humidity,wind_speed,wind_direction,hour,day,day_of_week,month,is_weekend,hour_category
2025-08-12 14:00:00,67,21.7,44.7,39.0,15.4,321.0,10.5,0.0,0,0,0.0,0,14,12,1,8,0,2
2025-08-12 15:00:00,67,23.3,44.1,34.0,18.5,331.0,10.7,0.0,0,0,0.0,0,15,12,1,8,0,2
2025-08-12 16:00:00,67,24.0,45.1,33.0,18.8,327.0,10.7,0.0,0,0,0.0,0,16,12,1,8,0,2
2025-08-12 17:00:00,67,25.4,48.5,34.0,17.5,312.0,10.5,0.0,0,0,0.0,0,17,12,1,8,0,3
2025-08-12 18:00:00,68,26.7,51.3,36.0,15.7,287.0,10.1,0.0,0,0,0.0,0,18,12,1,8,0,3
2025-08-12 19:00:00,68,25.9,49.8,38.0,13.2,242.0,9.2,0.0,0,0,0.0,0,19,12,1,8,0,3
2025-08-12 20:00:00,69,25.7,49.2,41.0,10.2,187.0,8.1,0.0,0,0,0.0,0,20,12,1,8,0,3
2025-08-12 21:00:00,70,22.4,42.4,43.0,7.9,147.0,7.3,0.0,0,0,0.0,0,21,12,1,8,0,0
2025-08-12 22:00:00,70,18.1,33.3,44.0,6.6,130.0,6.9,0.0,0,0,0.0,0,22,12,1,8,0,0
2025-08-12 23:00:00,70,16.8,31.7,43.0,6.1,130.0,6.8,0.0,0,0,0.0,0,23,12,1,8,0,0
2025-08-13 00:00:00,70,15.9,27.6,44.0,6.5,150.0,7.4,0.0,0,0,0.0,0,0,13,2,8,0,0
2025-08-13 01:00:00,70,16.5,30.6,43.0,8.4,212.0,8.9,0.0,0,0,0.0,0,1,13,2,8,0,0
2025-08-13 02:00:00,70,18.9,37.3,43.0,11.0,295.0,10.9,0.0,0,0,0.0,0,2,13,2,8,0,0
2025-08-13 03:00:00,70,20.5,42.7,44.0,12.3,344.0,12.6,0.0,0,0,0.0,0,3,13,2,8,0,0
2025-08-13 04:00:00,71,24.9,55.4,49.0,11.0,326.0,13.5,0.0,0,0,0.0,0,4,13,2,8,0,0
2025-08-13 05:00:00,71,23.1,51.8,57.0,8.4,275.0,14.0,0.0,0,0,0.0,0,5,13,2,8,0,0
2025-08-13 06:00:00,72,22.8,52.3,63.0,6.3,236.0,14.1,0.0,0,0,0.0,0,6,13,2,8,0,1
2025-08-13 07:00:00,72,23.3,54.5,66.0,5.3,226.0,13.7,0.0,0,0,0.0,0,7,13,2,8,0,1
2025-08-13 08:00:00,73,23.1,54.6,68.0,4.9,229.0,12.9,0.0,0,0,0.0,0,8,13,2,8,0,1
2025-08-13 09:00:00,73,22.4,53.3,68.0,5.0,238.0,12.4,0.0,0,0,0.0,0,9,13,2,8,0,1
2025-08-13 10:00:00,74,21.5,51.6,66.0,5.7,252.0,12.4,0.0,0,0,0.0,0,10,13,2,8,0,2
2025-08-13 11:00:00,74,21.9,53.7,62.0,6.9,272.0,12.7,0.0,0,0,0.0,0,11,13,2,8,0,2
2025-08-13 12:00:00,74,22.2,52.4,55.0,9.9,295.0,14.4,0.0,0,0,0.0,0,12,13,2,8,0,2
2025-08-13 13:00:00,75,21.1,50.6,49.0,13.4,327.0,14.5,0.0,0,0,0.0,0,13,13,2,8,0,2
2025-08-13 14:00:00,75,20.7,50.4,40.0,18.3,362.0,14.6,0.0,0,0,0.0,0,14,13,2,8,0,2
2025-08-13 15:00:00,74,21.5,48.9,33.0,21.9,384.0,14.6,0.0,0,0,0.0,0,15,13,2,8,0,2
2025-08-13 16:00:00,74,22.1,49.7,30.0,23.1,383.0,14.3,0.0,0,0,0.0,0,16,13,2,8,0,2
2025-08-13 17:00:00,74,21.8,48.3,29.0,23.1,369.0,13.9,0.0,0,0,0.0,0,17,13,2,8,0,3
2025-08-13 18:00:00,74,21.3,46.0,29.0,22.6,359.0,13.3,0.0,0,0,0.0,0,18,13,2,8,0,3
2025-08-13 19:00:00,73,20.9,43.9,29.0,21.4,366.0,12.4,0.0,0,0,0.0,0,19,13,2,8,0,3
2025-08-13 20:00:00,73,20.2,41.6,29.0,19.6,377.0,11.3,0.0,0,0,0.0,0,20,13,2,8,0,3
2025-08-13 21:00:00,73,19.7,39.7,29.0,18.5,375.0,10.9,0.0,0,0,0.0,0,21,13,2,8,0,0
2025-08-13 22:00:00,72,19.9,39.8,27.0,18.9,334.0,11.4,0.0,0,0,0.0,0,22,13,2,8,0,0
2025-08-13 23:00:00,73,21.1,45.4,24.0,20.1,281.0,12.4,0.0,0,0,0.0,0,23,13,2,8,0,0
2025-08-14 00:00:00,73,25.3,53.4,26.0,23.4,274.0,17.8,0.0,0,0,0.0,0,0,14,3,8,0,0
2025-08-14 01:00:00,74,23.9,44.1,27.0,23.0,369.0,19.5,0.0,0,0,0.0,0,1,14,3,8,0,0
2025-08-14 02:00:00,74,24.6,47.4,28.0,22.2,510.0,21.8,0.0,0,0,0.0,0,2,14,3,8,0,0
2025-08-14 03:00:00,75,23.2,48.5,32.0,20.3,592.0,23.0,0.0,0,0,0.0,0,3,14,3,8,0,0
2025-08-14 04:00:00,75,21.1,52.3,42.0,16.3,555.0,22.3,0.0,0,0,0.0,0,4,14,3,8,0,0
2025-08-14 05:00:00,75,21.7,57.0,55.0,11.1,458.0,20.6,0.0,0,0,0.0,0,5,14,3,8,0,0
2025-08-14 06:00:00,74,22.0,59.3,65.0,7.2,377.0,19.0,0.0,0,0,0.0,0,6,14,3,8,0,1
2025-08-14 07:00:00,74,21.9,59.5,71.0,5.5,336.0,17.8,0.0,0,0,0.0,0,7,14,3,8,0,1
2025-08-14 08:00:00,74,21.6,56.8,75.0,5.0,310.0,16.6,0.0,0,0,0.0,0,8,14,3,8,0,1
2025-08-14 09:00:00,74,21.4,56.5,75.0,5.2,303.0,15.8,0.0,0,0,0.0,0,9,14,3,8,0,1
2025-08-14 10:00:00,74,20.8,56.3,71.0,5.9,320.0,15.6,0.0,0,0,0.0,0,10,14,3,8,0,2
2025-08-14 11:00:00,74,20.0,55.4,63.0,7.3,354.0,15.6,0.0,0,0,0.0,0,11,14,3,8,0,2
2025-08-14 12:00:00,74,22.9,61.2,54.0,13.7,393.0,16.5,0.0,0,0,0.0,0,12,14,3,8,0,2
2025-08-14 13:00:00,74,21.7,58.7,45.0,18.4,445.0,16.4,0.0,0,0,0.0,0,13,14,3,8,0,2
2025-08-14 14:00:00,74,21.3,53.3,33.0,24.8,501.0,16.2,0.0,0,0,0.0,0,14,14,3,8,0,2
2025-08-14 15:00:00,74,21.3,47.8,24.0,29.6,519.0,15.9,0.0,0,0,0.0,0,15,14,3,8,0,2
2025-08-14 16:00:00,74,22.1,46.3,21.0,31.4,469.0,15.5,0.0,0,0,0.0,0,16,14,3,8,0,2
2025-08-14 17:00:00,74,22.3,47.5,21.0,31.5,382.0,14.9,0.0,0,0,0.0,0,17,14,3,8,0,3
2025-08-14 18:00:00,74,21.9,48.4,22.0,30.7,309.0,14.2,0.0,0,0,0.0,0,18,14,3,8,0,3
2025-08-14 19:00:00,74,21.5,49.6,23.0,28.7,270.0,13.0,0.0,0,0,0.0,0,19,14,3,8,0,3
2025-08-14 20:00:00,74,21.6,50.4,26.0,25.6,247.0,11.6,0.0,0,0,0.0,0,20,14,3,8,0,3
2025-08-14 21:00:00,74,21.7,50.8,28.0,23.0,233.0,11.3,0.0,0,0,0.0,0,21,14,3,8,0,0
2025-08-14 22:00:00,74,22.1,52.0,31.0,20.8,205.0,12.8,0.0,0,0,0.0,0,22,14,3,8,0,0
2025-08-14 23:00:00,75,23.5,69.4,33.0,19.0,187.0,15.4,0.0,0,0,0.0,0,23,14,3,8,0,0
2025-08-15 00:00:00,75,26.8,69.4,24.0,28.9,246.0,19.0,0.0,0,0,0.0,0,0,15,4,8,0,0
2025-08-15 01:00:00,75,27.4,61.5,25.0,29.0,460.0,23.4,0.0,0,0,0.0,0,1,15,4,8,0,0
2025-08-15 02:00:00,75,29.2,70.8,28.0,29.1,750.0,29.4,0.0,0,0,0.0,0,2,15,4,8,0,0
2025-08-15 03:00:00,76,31.7,85.2,34.0,27.6,946.0,33.3,0.0,0,0,0.0,0,3,15,4,8,0,0
2025-08-15 04:00:00,76,34.0,97.8,47.0,23.5,966.0,33.4,0.0,0,0,0.0,0,4,15,4,8,0,0
2025-08-15 05:00:00,77,33.9,93.6,64.0,18.0,892.0,31.5,0.0,0,0,0.0,0,5,15,4,8,0,0
2025-08-15 06:00:00,78,30.9,83.4,80.0,13.2,798.0,29.3,0.0,0,0,0.0,0,6,15,4,8,0,1
2025-08-15 07:00:00,79,29.7,78.2,94.0,9.7,696.0,27.0,0.0,0,0,0.0,0,7,15,4,8,0,1
2025-08-15 08:00:00,80,30.4,76.8,107.0,6.9,574.0,24.5,0.0,0,0,0.0,0,8,15,4,8,0,1
2025-08-15 09:00:00,80,30.9,76.1,114.0,5.5,476.0,22.6,0.0,0,0,0.0,0,9,15,4,8,0,1
2025-08-15 10:00:00,81,31.4,77.8,113.0,5.7,420.0,22.1,0.0,0,0,0.0,0,10,15,4,8,0,2
2025-08-15 11:00:00,82,31.7,79.9,107.0,7.2,388.0,22.2,0.0,0,0,0.0,0,11,15,4,8,0,2
2025-08-15 12:00:00,83,25.7,63.1,93.0,9.3,371.0,20.5,0.0,0,0,0.0,0,12,15,4,8,0,2
2025-08-15 13:00:00,83,25.5,64.0,75.0,14.6,374.0,19.1,0.0,0,0,0.0,0,13,15,4,8,0,2
2025-08-15 14:00:00,83,24.9,62.4,51.0,22.1,391.0,17.2,0.0,0,0,0.0,0,14,15,4,8,0,2
2025-08-15 15:00:00,83,25.1,61.9,31.0,28.5,396.0,15.8,0.0,0,0,0.0,0,15,15,4,8,0,2
2025-08-15 16:00:00,84,25.3,62.4,21.0,32.9,377.0,15.5,0.0,0,0,0.0,0,16,15,4,8,0,2
2025-08-15 17:00:00,84,25.7,62.6,16.0,36.2,346.0,15.8,0.0,0,0,0.0,0,17,15,4,8,0,3
2025-08-15 18:00:00,84,27.1,61.0,13.0,37.9,316.0,15.9,0.0,0,0,0.0,0,18,15,4,8,0,3
2025-08-15 19:00:00,85,27.7,61.7,13.0,37.4,288.0,15.5,0.0,0,0,0.0,0,19,15,4,8,0,3
2025-08-15 20:00:00,85,27.2,61.0,14.0,35.3,262.0,14.9,0.0,0,0,0.0,0,20,15,4,8,0,3
2025-08-15 21:00:00,86,26.0,59.6,16.0,33.1,241.0,14.6,0.0,0,0,0.0,0,21,15,4,8,0,0
2025-08-15 22:00:00,86,25.0,56.9,16.0,31.6,223.0,14.3,0.0,0,0,0.0,0,22,15,4,8,0,0
2025-08-15 23:00:00,86,24.3,55.8,15.0,30.0,212.0,14.2,0.0,0,0,0.0,0,23,15,4,8,0,0
2025-08-16 00:00:00,86,24.6,55.1,16.0,29.0,224.0,16.9,0.0,0,0,0.0,0,0,16,5,8,1,0
2025-08-16 01:00:00,86,25.4,61.5,19.0,27.0,282.0,19.9,0.0,0,0,0.0,0,1,16,5,8,1,0
2025-08-16 02:00:00,86,26.8,70.3,25.0,24.1,363.0,24.3,0.0,0,0,0.0,0,2,16,5,8,1,0
2025-08-16 03:00:00,86,28.4,86.8,36.0,20.9,417.0,28.2,0.0,0,0,0.0,0,3,16,5,8,1,0
2025-08-16 04:00:00,86,29.6,89.4,58.0,17.2,419.0,31.8,0.0,0,0,0.0,0,4,16,5,8,1,0
2025-08-16 05:00:00,85,30.5,83.1,85.0,13.0,394.0,35.1,0.0,0,0,0.0,0,5,16,5,8,1,0
2025-08-16 06:00:00,85,32.7,80.6,109.0,9.6,366.0,36.3,0.0,0,0,0.0,0,6,16,5,8,1,1
2025-08-16 07:00:00,85,33.1,76.4,127.0,6.9,336.0,33.9,0.0,0,0,0.0,0,7,16,5,8,1,1
2025-08-16 08:00:00,85,31.4,69.4,141.0,4.8,303.0,29.3,0.0,0,0,0.0,0,8,16,5,8,1,1
2025-08-16 09:00:00,85,30.4,65.2,146.0,4.2,288.0,25.4,0.0,0,0,0.0,0,9,16,5,8,1,1
2025-08-16 10:00:00,85,30.0,63.6,136.0,5.4,307.0,23.2,0.0,0,0,0.0,0,10,16,5,8,1,2
2025-08-16 11:00:00,85,28.8,61.9,117.0,8.0,345.0,21.7,0.0,0,0,0.0,0,11,16,5,8,1,2
2025-08-16 12:00:00,85,34.1,66.6,127.0,10.1,374.0,25.0,0.0,0,0,0.0,0,12,16,5,8,1,2
2025-08-16 13:00:00,86,30.0,60.3,100.0,15.0,387.0,22.2,0.0,0,0,0.0,0,13,16,5,8,1,2
2025-08-16 14:00:00,86,26.2,52.2,64.0,21.9,392.0,18.3,0.0,0,0,0.0,0,14,16,5,8,1,2
2025-08-16 15:00:00,86,24.2,49.9,35.0,27.5,384.0,15.3,0.0,0,0,0.0,0,15,16,5,8,1,2
2025-08-16 16:00:00,86,23.7,50.9,23.0,30.9,357.0,14.3,0.0,0,0,0.0,0,16,16,5,8,1,2
2025-08-16 17:00:00,86,24.1,52.7,19.0,32.9,316.0,14.2,0.0,0,0,0.0,0,17,16,5,8,1,3
2025-08-16 18:00:00,86,24.9,51.3,18.0,33.2,276.0,14.2,0.0,0,0,0.0,0,18,16,5,8,1,3
2025-08-16 19:00:00,86,24.4,50.6,19.0,30.8,235.0,13.8,0.0,0,0,0.0,0,19,16,5,8,1,3
2025-08-16 20:00:00,85,23.0,48.8,22.0,26.6,195.0,13.4,0.0,0,0,0.0,0,20,16,5,8,1,3
2025-08-16 21:00:00,85,21.5,46.9,25.0,22.8,168.0,13.1,0.0,0,0,0.0,0,21,16,5,8,1,0
2025-08-16 22:00:00,85,20.4,45.2,26.0,20.1,153.0,12.9,0.0,0,0,0.0,0,22,16,5,8,1,0
2025-08-16 23:00:00,84,19.5,43.4,27.0,17.9,152.0,13.0,0.0,0,0,0.0,0,23,16,5,8,1,0
2025-08-17 00:00:00,84,18.5,39.1,25.0,18.1,184.0,13.5,0.0,0,0,0.0,0,0,17,6,8,1,0
2025-08-17 01:00:00,83,18.2,40.9,27.0,17.5,285.0,15.1,0.0,0,0,0.0,0,1,17,6,8,1,0
2025-08-17 02:00:00,83,19.4,47.5,31.0,16.5,420.0,17.5,0.0,0,0,0.0,0,2,17,6,8,1,0
2025-08-17 03:00:00,82,20.7,51.9,40.0,15.1,503.0,19.7,0.0,0,0,0.0,0,3,17,6,8,1,0
2025-08-17 04:00:00,82,21.8,51.6,60.0,12.8,484.0,21.8,0.0,0,0,0.0,0,4,17,6,8,1,0
2025-08-17 05:00:00,81,23.5,51.6,86.0,9.9,413.0,23.8,0.0,0,0,0.0,0,5,17,6,8,1,0
2025-08-17 06:00:00,81,25.8,54.4,108.0,7.6,355.0,25.0,0.0,0,0,0.0,0,6,17,6,8,1,1
2025-08-17 07:00:00,80,28.0,56.5,127.0,6.0,332.0,25.2,0.0,0,0,0.0,0,7,17,6,8,1,1
2025-08-17 08:00:00,80,28.5,55.4,142.0,4.9,321.0,24.6,0.0,0,0,0.0,0,8,17,6,8,1,1
2025-08-17 09:00:00,79,28.8,54.7,147.0,4.8,320.0,23.6,0.0,0,0,0.0,0,9,17,6,8,1,1
2025-08-17 10:00:00,79,28.2,53.1,136.0,5.9,333.0,22.0,0.0,0,0,0.0,0,10,17,6,8,1,2
2025-08-17 11:00:00,79,26.1,48.9,114.0,8.1,356.0,20.1,0.0,0,0,0.0,0,11,17,6,8,1,2
2025-08-17 12:00:00,79,26.5,45.5,111.0,12.0,375.0,21.8,0.0,0,0,0.0,0,12,17,6,8,1,2
2025-08-17 13:00:00,78,23.2,41.0,87.0,16.9,385.0,20.2,0.0,0,0,0.0,0,13,17,6,8,1,2
2025-08-17 14:00:00,78,21.5,38.8,53.0,23.7,391.0,18.0,0.0,0,0,0.0,0,14,17,6,8,1,2
2025-08-17 15:00:00,77,21.1,39.2,28.0,29.0,392.0,16.4,0.0,0,0,0.0,0,15,17,6,8,1,2
2025-08-17 16:00:00,77,21.2,39.8,19.0,31.2,393.0,16.1,0.0,0,0,0.0,0,16,17,6,8,1,2
2025-08-17 17:00:00,77,21.4,40.4,17.0,31.8,390.0,16.4,0.0,0,0,0.0,0,17,17,6,8,1,3
2025-08-17 18:00:00,77,21.8,40.4,17.0,32.2,371.0,16.6,0.0,0,0,0.0,0,18,17,6,8,1,3
2025-08-17 19:00:00,76,22.1,40.4,15.0,33.2,320.0,16.3,0.0,0,0,0.0,0,19,17,6,8,1,3
2025-08-17 20:00:00,76,23.2,38.5,13.0,34.0,253.0,15.8,0.0,0,0,0.0,0,20,17,6,8,1,3
2025-08-17 21:00:00,76,22.6,38.0,13.0,33.5,202.0,15.4,0.0,0,0,0.0,0,21,17,6,8,1,0
2025-08-17 22:00:00,76,21.3,37.4,15.0,30.6,168.0,15.0,0.0,0,0,0.0,0,22,17,6,8,1,0
2025-08-17 23:00:00,76,20.3,36.9,18.0,26.5,149.0,14.7,0.0,0,0,0.0,0,23,17,6,8,1,0
2025-08-18 00:00:00,77,18.8,36.0,25.0,21.5,178.0,13.1,0.0,0,0,0.0,0,0,18,0,8,0,0
2025-08-18 01:00:00,77,21.1,39.3,23.0,22.9,295.0,15.0,0.0,0,0,0.0,0,1,18,0,8,0,0
2025-08-18 02:00:00,77,23.7,43.4,21.0,24.6,460.0,17.8,0.0,0,0,0.0,0,2,18,0,8,0,0
2025-08-18 03:00:00,77,25.0,47.0,31.0,24.5,578.0,20.9,0.0,0,0,0.0,0,3,18,0,8,0,0
2025-08-18 04:00:00,77,27.2,49.8,65.0,21.0,603.0,25.2,0.0,0,0,0.0,0,4,18,0,8,0,0
2025-08-18 05:00:00,78,27.1,45.4,110.0,15.6,582.0,29.9,0.0,0,0,0.0,0,5,18,0,8,0,0
2025-08-18 06:00:00,78,27.8,39.5,146.0,11.1,563.0,31.8,0.0,0,0,0.0,0,6,18,0,8,0,1
2025-08-18 07:00:00,78,29.6,38.9,164.0,8.0,564.0,28.4,0.0,0,0,0.0,0,7,18,0,8,0,1
2025-08-18 08:00:00,78,28.9,36.2,173.0,5.7,566.0,22.2,0.0,0,0,0.0,0,8,18,0,8,0,1
2025-08-18 09:00:00,78,27.6,33.4,172.0,5.0,562.0,17.7,0.0,0,0,0.0,0,9,18,0,8,0,1
2025-08-18 10:00:00,78,28.3,34.3,160.0,6.3,533.0,16.9,0.0,0,0,0.0,0,10,18,0,8,0,2
2025-08-18 11:00:00,84,28.5,37.4,139.0,9.2,498.0,17.7,0.0,0,0,0.0,0,11,18,0,8,0,2
2025-08-18 12:00:00,107,28.2,38.0,109.0,13.0,503.0,16.7,0.0,0,0,0.0,0,12,18,0,8,0,2
2025-08-18 13:00:00,116,27.9,40.7,91.0,18.9,605.0,18.2,0.0,0,0,0.0,0,13,18,0,8,0,2
2025-08-18 14:00:00,112,28.6,43.8,67.0,27.1,747.0,20.3,0.0,0,0,0.0,0,14,18,0,8,0,2
2025-08-18 15:00:00,95,28.0,44.4,48.0,32.6,805.0,21.4,0.0,0,0,0.0,0,15,18,0,8,0,2
2025-08-18 16:00:00,80,27.1,43.9,39.0,33.4,698.0,20.9,0.0,0,0,0.0,0,16,18,0,8,0,2
2025-08-18 17:00:00,81,25.0,41.6,36.0,31.6,508.0,19.6,0.0,0,0,0.0,0,17,18,0,8,0,3
2025-08-18 18:00:00,81,24.2,39.8,35.0,29.1,351.0,18.0,0.0,0,0,0.0,0,18,18,0,8,0,3
2025-08-18 19:00:00,81,22.9,37.4,35.0,26.2,275.0,16.1,0.0,0,0,0.0,0,19,18,0,8,0,3
2025-08-18 20:00:00,81,21.6,34.6,37.0,22.6,234.0,14.0,0.0,0,0,0.0,0,20,18,0,8,0,3
2025-08-18 21:00:00,81,20.8,32.9,39.0,19.6,204.0,12.4,0.0,0,0,0.0,0,21,18,0,8,0,0
2025-08-18 22:00:00,81,20.0,31.3,40.0,17.2,161.0,11.5,0.0,0,0,0.0,0,22,18,0,8,0,0
2025-08-18 23:00:00,81,19.0,29.3,42.0,15.3,129.0,11.1,0.0,0,0,0.0,0,23,18,0,8,0,0
2025-08-19 00:00:00,81,19.7,25.4,58.0,11.3,163.0,11.2,0.0,0,0,0.0,0,0,19,1,8,0,0
2025-08-19 01:00:00,81,21.2,27.6,53.0,15.9,337.0,12.7,0.0,0,0,0.0,0,1,19,1,8,0,0
2025-08-19 02:00:00,81,24.6,31.2,47.0,22.1,577.0,15.0,0.0,0,0,0.0,0,2,19,1,8,0,0
2025-08-19 03:00:00,81,26.0,35.2,51.0,25.2,712.0,17.6,0.0,0,0,0.0,0,3,19,1,8,0,0
2025-08-19 04:00:00,81,26.9,43.2,77.0,22.0,633.0,21.0,0.0,0,0,0.0,0,4,19,1,8,0,0
2025-08-19 05:00:00,81,29.6,60.3,114.0,15.6,450.0,24.8,0.0,0,0,0.0,0,5,19,1,8,0,0
2025-08-19 06:00:00,81,30.5,63.6,139.0,11.2,317.0,27.0,0.0,0,0,0.0,0,6,19,1,8,0,1
2025-08-19 07:00:00,81,32.2,66.1,143.0,10.4,298.0,26.6,0.0,0,0,0.0,0,7,19,1,8,0,1
2025-08-19 08:00:00,82,35.9,73.3,136.0,11.4,330.0,24.7,0.0,0,0,0.0,0,8,19,1,8,0,1
2025-08-19 09:00:00,82,31.1,55.8,123.0,14.1,381.0,22.7,0.0,0,0,0.0,0,9,19,1,8,0,1
2025-08-19 10:00:00,82,27.3,47.5,102.0,18.9,457.0,21.1,0.0,0,0,0.0,0,10,19,1,8,0,2
2025-08-19 11:00:00,82,26.1,41.3,76.0,25.5,552.0,19.4,0.0,0,0,0.0,0,11,19,1,8,0,2
2025-08-19 12:00:00,82,36.8,58.8,48.0,45.0,617.0,19.7,0.0,0,0,0.0,0,12,19,1,8,0,2
2025-08-19 13:00:00,83,37.6,59.4,41.0,48.9,632.0,19.9,0.0,0,0,0.0,0,13,19,1,8,0,2
2025-08-19 14:00:00,84,37.4,56.9,32.0,53.9,617.0,20.1,0.0,0,0,0.0,0,14,19,1,8,0,2
2025-08-19 15:00:00,84,35.5,53.1,26.0,55.9,582.0,19.9,0.0,0,0,0.0,0,15,19,1,8,0,2
2025-08-19 16:00:00,85,32.0,46.6,26.0,52.0,524.0,18.8,0.0,0,0,0.0,0,16,19,1,8,0,2
2025-08-19 17:00:00,85,29.2,42.3,28.0,44.9,446.0,17.3,0.0,0,0,0.0,0,17,19,1,8,0,3
2025-08-19 18:00:00,86,28.3,40.5,30.0,38.7,371.0,15.9,0.0,0,0,0.0,0,18,19,1,8,0,3
2025-08-19 19:00:00,86,27.6,40.0,29.0,35.1,300.0,14.9,0.0,0,0,0.0,0,19,19,1,8,0,3
2025-08-19 20:00:00,86,27.5,40.4,28.0,32.4,232.0,14.1,0.0,0,0,0.0,0,20,19,1,8,0,3
2025-08-19 21:00:00,87,27.0,39.1,30.0,29.4,188.0,13.4,0.0,0,0,0.0,0,21,19,1,8,0,0
2025-08-19 22:00:00,87,26.0,37.1,38.0,25.0,171.0,12.9,0.0,0,0,0.0,0,22,19,1,8,0,0
2025-08-19 23:00:00,88,24.6,32.2,49.0,20.3,177.0,12.6,0.0,0,0,0.0,0,23,19,1,8,0,0
2025-08-20 00:00:00,88,21.5,29.5,36.0,18.8,222.0,10.9,0.0,0,0,0.0,0,0,20,2,8,0,0
2025-08-20 01:00:00,88,22.8,29.6,47.0,19.1,336.0,12.0,0.0,0,0,0.0,0,1,20,2,8,0,0
2025-08-20 02:00:00,88,26.3,30.7,64.0,19.3,488.0,13.6,0.0,0,0,0.0,0,2,20,2,8,0,0
2025-08-20 03:00:00,88,25.3,28.9,84.0,18.3,596.0,14.7,0.0,0,0,0.0,0,3,20,2,8,0,0
2025-08-20 04:00:00,88,24.0,28.5,110.0,14.8,619.0,15.3,0.0,0,0,0.0,0,4,20,2,8,0,0
2025-08-20 05:00:00,88,26.7,33.6,139.0,10.1,599.0,15.5,0.0,0,0,0.0,0,5,20,2,8,0,0
2025-08-20 06:00:00,88,30.4,39.3,159.0,6.4,578.0,14.9,0.0,0,0,0.0,0,6,20,2,8,0,1
2025-08-20 07:00:00,88,31.1,40.2,162.0,4.6,547.0,12.9,0.0,0,0,0.0,0,7,20,2,8,0,1
2025-08-20 08:00:00,88,28.3,36.2,155.0,3.8,515.0,10.1,0.0,0,0,0.0,0,8,20,2,8,0,1
2025-08-20 09:00:00,87,25.6,31.8,147.0,4.1,549.0,8.5,0.0,0,0,0.0,0,9,20,2,8,0,1
2025-08-20 10:00:00,87,25.0,30.0,144.0,3.7,629.0,9.0,0.0,0,0,0.0,0,10,20,2,8,0,2
2025-08-20 11:00:00,101,25.0,29.2,141.0,4.3,774.0,10.7,0.0,0,0,0.0,0,11,20,2,8,0,2
2025-08-20 12:00:00,113,25.2,30.2,122.0,9.6,1113.0,10.8,0.0,0,0,0.0,0,12,20,2,8,0,2
2025-08-20 13:00:00,115,33.3,36.7,105.0,21.3,1838.0,12.1,0.0,0,0,0.0,0,13,20,2,8,0,2
2025-08-20 14:00:00,108,36.8,39.9,82.0,37.4,2756.0,13.9,0.0,0,0,0.0,0,14,20,2,8,0,2
2025-08-20 15:00:00,92,37.3,40.7,63.0,49.9,3416.0,15.8,0.0,0,0,0.0,0,15,20,2,8,0,2
2025-08-20 16:00:00,85,38.4,42.6,54.0,55.5,3645.0,17.9,0.0,0,0,0.0,0,16,20,2,8,0,2
2025-08-20 17:00:00,86,40.7,44.7,50.0,57.4,3616.0,20.1,0.0,0,0,0.0,0,17,20,2,8,0,3
2025-08-20 18:00:00,87,42.3,46.3,48.0,57.4,3398.0,21.8,0.0,0,0,0.0,0,18,20,2,8,0,3
2025-08-20 19:00:00,88,42.6,47.3,46.0,56.0,2924.0,23.0,0.0,0,0,0.0,0,19,20,2,8,0,3
